EDT 568,"Student Teaching Languages P-12","Full-time supervised and evaluated teaching of foreign languages in P-12 classes. The candidate will demonstrate the knowledge, skills and dispositions required of a beginning foreign language teacher. Attendance at weekly seminars is required.",
EDT 569,"Student Teaching- Adolescence to Young Adult","Full-time supervised and evaluated teaching in the content area in a junior or senior high school classroom. The candidate will demonstrate the knowledge, skills and dispositions required of a beginning secondary teacher. Attendance at weekly seminars is required.",
EDT 566,"TESOL Methods","Introduction to key concepts, theories, and methods in TESOL. Graduate standing.",
EDT 567,"Advanced Phonics and Multisensory Instruction","This is the first course of a two-course practicum sequence for the dyslexia certificate. This course will cover the specific nature of dyslexia as a language-based learning disability, multisensory instruction, advanced phonics, spelling, vocabulary and lesson planning for tutoring.",EDT 601,EDT 603,EDT 605
EDT 564,"Advocacy in Early Care and Education","This course explores current political, educational and societal issues related to early care and education and examines how teachers develop leadership skills to become better advocates for children, families and professions.",EDT 560,EDT 560L
EDT 565,"Internship and Practicum in Early Childhood Leadership","This internship serves as the culminating experience where students demonstrate the knowledge, skills and dispositions addressed in the four proceeding early childhood leadership courses. Students complete a six week full-time internship working with/as an early childhood director or administrator.",EDT 560,EDT 560L,EDT 561,EDT 561L,EDT 562,EDT 562L,EDT 563,EDT 563L
CME 466L,"Chemical Engineering Unit Operations Laboratory","Study of the equipment and utilization of various chemical engineering processes. Team based experimentation includes designing, and performing experiments on common chemical process unit operations apparatuses. After experimentation, students analyze data and compare with literature for experiment validation. Report writing and group presentations are emphasized.",CME 365,CME 465
FIN 650,"Financial Mathematics I-Discrete Model","Discrete methods in financial mathematics. Topics include introduction to financial derivatives, discrete probability theory, discrete stochastic processes (Markov chain, random walk, and Martingale), binomial tree models for derivative pricing and computational methods (European and American options), forward and futures, and interest rate derivatives.",MTH 411
FIN 651,"Financial Mathematics II-Continuous Model","Continuous methods in financial mathematics. Topics include review of continuous probability theory, Ito's Lemma, the Black-Scholes partial differential equation, option pricing via partial differential equations, analysis of exotic options, local and stochastic volatility models, American options, fixed income and stopping time. Computational methods are introduced.",MTH 558
FIN 652,"Computational Finance","The purpose of this course is to introduce students to numerical methods and various financial problems that include portfolio optimization and derivatives valuation that can be tackled by numerical methods. Students will learn the basics of numerical analysis, optimization methods, monte carlo simulations and finite difference methods for solving PDEs.",MBA 620
FIN 632,"Advanced Corporate Finance","This course focuses upon corporate finance issues addressing short term financial management, long term capital budgeting, and long term financing choices. The course requires that the students understand these issues through a series of cases and projects. A significant amount of spreadsheet modeling together with both individual and group work will be required to examine the cases and projects.",FIN 623,FIN 624
EDT 530,"Middle School Principles and Practices","This course is primarily a study of organization (school structure), philosophy and curriculum of middle level education (ages nine to 14) grades four to nine. It is designed to present the theoretical knowledge base about middle level (school) education. Issues and concerns, current trends and the essential elements relating to middle level education will be discussed throughout the semester of study. A variety of inquiry methods will be modeled that encourage critical thinking skills.",EDT 507,EDT 507L,EDT 508
ENM 530,"Engineering Economy","This is an introductory course in the concept of time value of money and financial management for engineering managers. The course includes learning curves, cost estimating, managerial accounting, balance sheet and income statement, financial ratios, investment alternatives, depreciation, inflation, capital budgeting and other related topics.",
ASI 228,"Focus on Women","Interdisciplinary seminar on the changing roles and status of women. Requirement for women's studies minors. May be repeated since topics change yearly.",
EDT 537,"Second Language Learning and Teaching","This course is an exploration of the nature of language proficiency, second language acquisition and literacy, bilingualism and biliteracy, the role of culture in language learning and implications for second language teaching.",
EDT 538,"TESOL Practicum","This course provides opportunities to practice planning, instruction and assessment in an ESOL classroom under the mentorship of an experienced ESOL teacher.",EDT 537,ENG 594,LNG 568,ENG 541
EDT 535,"Social Studies Methods for Middle Childhood Education","This course focuses on the planning, diagnosis, instructional methods, materials, assessment and evaluation techniques for teaching social studies to students in the middle schools with varied needs and abilities. The topics emphasized in this course include: an understanding of Ohio's academic content standards for grades four to nine, applications and instructional techniques that address the Ohio achievement tests, various resources, technologies and active hands-on experiences, other visuals, interdisciplinary connections, various grouping techniques and current research.",EDT 530,EDT 530L
ENM 539,"Project Management","This course addresses the concepts, techniques and procedures used to manage engineering programs and projects using an integrated approach for planning, execution, and control. It includes an introduction to the systems approach to project management; project screening and selection; multiple-criteria methods for evaluation; work breakdown structures (WBS) and organization; configuration selection, management and control; project scheduling; project budgets; and resource management. A key goal is to provide the student with sufficient knowledge and tools to confidently manage a project or contribute effectively as a project team member.",
EDT 536,"The Culture of the Catholic School","This course explores the theological, moral, academic, human and social components that give the Catholic school its distinctive culture. The role of spiritual, sacramental and communal relationships in the creation of Catholic school identity will be examined.",
EDT 533,"Mathematics Methods for Middle Childhood Education","This course focuses on the planning, diagnosis, instructional methods, materials, assessment and evaluation techniques for teaching mathematics to students in the middle schools with varied needs and abilities. The topics emphasized in this course include: an understanding of Ohio's academic content standards for grades four to nine, applications and instructional techniques that address the Ohio achievement tests, various resources, technologies, manipulatives and other visuals, interdisciplinary connections, various grouping techniques and current research.",EDT 530,EDT 530L
EDT 534,"Science Methods for Middle Childhood Education","This course focuses on the planning, diagnosis, instructional methods, materials, assessment and evaluation techniques for teaching science to students in the middle schools with varied needs and abilities. The topics emphasized in this course include: an understanding of Ohio's academic content standards for grades four to nine, applications and instructional techniques that address the Ohio achievement tests, various resources, technologies, experiments and other hands-on experiences, interdisciplinary connections, various grouping techniques and current research.",EDT 530,EDT 530L
ENM 534,"Decision Analysis","Introduction to decision analysis with applications. Topics explored include structuring decisions under uncertainty, influence diagrams, decision trees, risk analysis, sensitivity analysis, value of information, utility theory, and practical decision making.",ENM 500
PHY 390,"Introduction to Quantum Mechanics","Basic postulates of quantum mechanics with applications made to atomic physics.",MTH 219,PHY 208,PHY 232,MTH 310
EDT 532,"Reading/Language Arts Methods for Middle Childhood Education","This course focuses on the planning, diagnosis, instructional methods, materials, assessment and evaluation techniques for teaching reading/language arts to students in the middle schools with varied needs and abilities. The topics emphasized in this course include: an understanding of Ohio's academic content standards for grades four to nine, applications and instructional techniques that address the Ohio achievement tests, various resources, technologies, interdisciplinary connections, various grouping techniques and current research.",EDT 530,EDT 530L
PHY 399,"Special Problems in Physics","Special topical courses, laboratory, tutorial, or library work in areas of current interest. Students should consult the composite.",
PHY 395,"Research Participation I","Individual projects conducted as part of the physics Undergraduate Research Participation program to encourage involvement of students with faculty researchers. Projects must be arranged in advance with faculty research directors.",
EDT 539,"Sociolinguistics in Language Education","This course examines social, cultural, linguistic and policy issues relevant to working with English language learners in U.S. schools.",
FIN 640,"Fixed Income Trading","Theory and practice in active bond portfolio management. Literature and practical issues related to managing a bond fund. Seminar format; students are divided into teams, each responsible for a specific sector of the fixed income market.",FIN 628
FIN 641,"Equity Trading","The art and science of technical equity trading. Students implement a trading plan in a real stock market environment under a set risk management policy. Students learn to watch the market, analyze profitable situations, and produce winning trades.",FIN 625
FIN 642,"Energy Trading and Risk Management","Energy Trading and Risk Management- Energy market portfolio skills: physicality of natural gas market, natural gas pricing, natural gas portfolio transactions including hedging, basic risk management. VaR simulation produced, power pricing and risk management, weather hedging, credit derivatives and their use in energy. Oil basics and pricing a tolling agreement.",FIN 625
FIN 621,"Financial Derivatives & Risk Management","This course provides a theoretical foundation for the pricing of contingent claims and for designing risk-management strategies. It covers option pricing models, hedging techniques, and trading strategies. It also includes portfolio insurance, value-at-risk measure, multistep binomial trees to value American options, interest rate options, and other exotic options.",FIN 301,FIN 360,MBA 625
EDT 540,"Practicum in ESOL Instruction and Assessment","This course focuses on planning and implementing ESOL instruction and assessment and on interpreting and using assessment data. It includes both course meeting and field experience components.",EDT 537,EDT 539,ENG 541,LNG 568
FIN 622,"Advanced Corporate Finance","This course is focused upon interesting corporate finance issues addressing short term financial management, long term capital budgeting, and long term financing choices. The course requires that the students understand these issues through a series of cases and projects. A significant amount of spreadsheet modeling together with both individual and group work will be required to examine the cases and projects.",MBA 796
EDT 541,"Middle Childhood Reading/Language Arts 4-6 General Methods","This course focuses on the planning, diagnosis, instructional methods, materials, assessment and evaluation techniques for teaching reading/language arts to students with varied needs and abilities in the middle schools. The topics emphasized in this course include: Ohio's academic content standards for grades 4-6, applications and instructional techniques that address the Ohio proficiency tests, resources, technologies, interdisciplinary connections, grouping techniques and current research.",
FIN 623,"Computational Finance","The course focuses on the analysis of financial statements by integrating accounting concepts and principles to assess a company's performance, quality of earnings, valuation and other issues. Specific topics may include analysis of balance sheet, income statement, cash flow, off-balance sheet assets/liabilities, inter-corporate investments, and analysis of business combination.",MBA 620
FIN 624,"Comm Bank Mgt","COMMERCIAL BANK MANAGEMENT Explores the environment in which banks must operate, the financial statements of banks, and a thorough study of bank management topics, including asset-liability management, the investment portfolio, sources of funds, and the loan portfolio.",MBA 620
FIN 625,"Investments & Finance Marketing","Study of investment principles and techniques used by both individual and institutional investors. Topics include bond and stock markets, security valuation methods, portfolio theory and management, and investment institutions.",MBA 620
FIN 626,"Interntl Finance Mgt","INTERNATIONAL FINANCE MANAGEMENT Integrates the international monetary environment with the multinational business firm and its operations. Analyzes the balance of international payments and exchange rate determination. Specific international financial management topics include export-import financing, foreign direct investment, foreign exchange risk management, financial controls, and international capital budgeting.",MBA 620
FIN 627,"Financial Derivatives & Risk Management","This course provides a theoretical foundation for the pricing of contingent claims and for designing risk-management strategies. It covers option pricing models, hedging techniques, and trading strategies. It also includes portfolio insurance, value-at-risk measure, multistep binomial trees to value American options, interest rate options, and other exotic options.",FIN 360,MBA 625,MTH 558
FIN 628,"Fixed Income Analysis","This class will expose students to a variety of fixed income instruments that are traded in the financial markets, their investment characteristics, the state-of-art technology for valuing them, technique for quantifying their interest rate risk, and portfolio strategies for using them.",FIN 360,MBA 625,MTH 558
ASI 214,"Dramatic Kinesics in a Foreign Language","Corrective work in foreign language sound and gesticulatory patterns accomplished by enacting scenes from a play in the language. May be repeated in one language in successive stages of difficulty up to three semester hours. Registration may be retroactive.",
EDT 549,"Student Teaching- Middle Childhood","Full-time supervised and evaluated teaching in grades four to nine in at least one of the two candidate's concentration subjects. The candidate will demonstrate the knowledge, skills and dispositions required of a beginning middle level teacher. Attendance at weekly seminars is required.",EDT 532,EDT 532L,EDT 533,EDT 533L,EDT 534,EDT 534L,EDT 535,EDT 535L
EDT 544,"Middle Childhood Social Studies 4-6 General Methods","Planning, diagnosis, instructional methods, materials, assessment and evaluation techniques for teaching social studies to students in the middle schools with varied needs and abilities using a tier method. The topics emphasized in this course include: an understanding of national and state content standards for social studies for grades four through six, applications and instructional techniques that address relevant Ohio assessments, various resources, technologies, hands-on experiences, interdisciplinary connections, various grouping techniques, current research in social studies teaching and learning.",
EDT 542,"Middle Childhood Mathematics 4-6 General Methods","The topics emphasized in this course include: Ohio academic content standards for grades 4-6, applications and instructional techniques that address state testing for students with varied needs and abilities using a tier method, resources, technologies, manipulatives, interdisciplinary connections, grouping techniques, current research and 21st century skills.",
EDT 543,"Middle Childhood Science 4-6 General Methods","This course focuses on the instructional methods, materials, assessments and evaluation techniques for teaching science to students with varied needs and abilities in grades 4-6. The topics emphasized in this course include: national and state content standards for science in grades 4-6; applications and instructional techniques addressing relevant Ohio assessments; resources, technologies, experiments and other hands-on experiences; interdisciplinary connections; grouping techniques; and current research in science teaching and learning.",
FIN 630,"Portfolio Management","Advanced topics on portfolio management process for both individual and institutional portfolio management, including specifying and quantifying investor objectives and constraints, formulating portfolio policies and strategies, specifying capital market expectations, constructing portfolios, allocating assets and measuring portfolio performance against objectives.",FIN 625
FIN 631,"Securities Analysis","Stock intrinsic valuation by constructing FCFF Excel model, which includes forecasting firm financial statements, estimating levered beta and WACC, predicting free cash flows from firm and sensitivity analysis. Students will be selected to participate in the CFA Research Challenge.",FIN 625
CJS 409,"Senior Capstone","Capstone experience in criminal justice studies consisting of a seminar on research, writing, and ethics in criminology and criminal justice with a project and a written and oral presentation; students will reflect on how criminological research will influence their professional and personal activities and how they will serve their communities.",CJS 408
EGM 502,"Advanced Engineering Analysis","Detailed analysis of engineering problems using laws of nature, fundamental engineering principles, mathematics, computers, and practical experience to construct, resolve, and test analytic models of physical events. Emphasis is on the use of the professional engineering approach which includes formulation of the problem, assumptions, plan or method of attack, solving the problem, and checking and generalizing results.",
MTH 308,"Foundations & Discrete Mathematics","An introduction to proof using topics in foundational and discrete mathematics; propositional logic; number theory; sequences and recursion; set theory; relations; combinatorics; linear programming.",MTH 169
CJS 408,"Senior Seminar","Preparation for a criminal justice capstone experience. Students will explore vocational and career aspects of criminal justice and criminological disciplines. Required for Criminal Justice majors.",SOC 208,POL 207,PSY 217,SOC 305,SOC 305
EGM 503,"Introduction to Continuum Mechanics","Tensors, calculus of variations, Lagrangian and Eulerian descriptions of motion. General equations of continuum mechanics, constitutive equations of mechanics, thermodynamics of continua. Specialization to cases of solid and fluid mechanics.",EGM 303
EGM 500,"Introduction to Numerical Methods","Numerical analysis topics include the solution of systems of linear and nonlinear algebraic equations; matrix eigenvalue problems; ordinary differential equations; optimization techniques; numerical integration and interpolation. Engineering applications presented. Computer programming required.",
FIN 613,"Econometrics","Training in the art of making economic measurements from financial database using regression analysis as the principle tool; use of advanced statistical software (e.g. SAS, Stata, etc.) to estimate and test regression equations; interpretation of results using statistical inference.",FIN 301,MBA 620,DSC 211
SPN 131,"Intensive Fundamental Spanish","Intensive development of fundamental communication and intercultural skills in reading, listening, writing, and speaking through extensive practice in language use. Admission restricted to those who have previous experience with the language and place into this course by examination. Credit granted for only ONE of the following: SPN 101 or SPN 131.",SPN 101,SPN 131
EGM 506,"Mechanical Behavior of Materials","Fundamental relationships between the structure and mechanical behavior of materials. Includes fundamentals of stress and strain, the physical basis for elastic deformation, elementary dislocation theory and plastic deformation, strengthening mechanisms, yield criteria and their application to biaxial and multi-axial behavior and failure, fracture and toughening mechanisms, creep and creep rupture, behavior and failure of cellular solids, and fatigue.",EGM 303
EGM 504,"Fundamentals of Fluid Mechanics","An advanced course in fluid mechanics with emphasis on the derivation of conservation equations and the application of constitutive theory. Navier-Stokes equations. Ideal fluid approximation. Exact and approximate solutions to classical viscous and inviscid problems. Compressible and incompressible flows.",EGM 503
GER 450,"German Literature","Lectures and discussions in German in such specialized areas as Medieval lyric, Romanticism, twentieth-century novel, modern drama, and individual authors. Repeatable when subtitle and content change.",GER 311,GER 312
EDT 515,"Infant and Toddler Development Practicum","This guided practicum will provide an opportunity for candidates to develop and apply their knowledge of typical and atypical development from conception to age three as they observe young children in both structured and naturalistic settings. Developmental milestones as well as related risk factors will be emphasized. Field experience required.",EDT 510
ENM 515,"Human Factors Engineering","Treatment of theory, data, and methods that can be applied to improve the interface between humans and the systems and products that they us. Human capabilities and limitations are studied to support the design of systems and products for safe and efficient use by the human operator.",
MTH 301,"Matrix Theory and Applications","Investigation of systems of linear equations and matrices. Matrix operations, inverse matrix, partitioned matrices, matrix factorizations. Vector space and subspace of R^n. Null and Column spaces of matrices. Eigenvalues and eigenspaces of matrices. Orthogonal vectors, Least-Squares problems, Diagonaliztion, Quadratic forms, Singular value decompositions. Applications such as Markov chains, computer graphics, electric circuits, and image processing. Mathematics majors should take MTH 310 rather than MTH 301. Students cannot receive credit for both MTH 301 and MTH 310.",MTH 310,MTH 301,MTH 301,MTH 310,MTH 218
EDT 516,"Collaborative Assessment Birth to Age Eight","This course is the study of the transdisciplinary and collaborative nature of assessment in diagnosis, screening and instruction of young children, ages birth to eight, that are typically developing as well as those with disabilities. The course will focus on the role of the family in the assessment process. Systemic observation using a play-based approach will be emphasized.",EDT 510
MTH 302,"Elementary Diff: EQ","",
EDT 513,"Developmentally and Individually Appropriate Practice","The course shifts focus from the age-appropriate practice to the needs of the individual child and family. Candidates will learn to develop practice that supports and facilitates the development of young children ages birth to eight specifically those with disabilities. Significant review of related research drives this course. Field experience required.",EDT 510
ENM 517,"Legal Aspects of Engineering","An introductory course to provide the engineer with some insight into the areas of law that will impact an engineer's professional practice. Special emphasis is given to the area of Contract Law due to the important and pervasive interaction that it has with engineering design and project work. Systems of law, legal reasoning, and the court systems are introduced. Product liability and business relationships are discussed. Courtroom experience is achieved through interaction with the UD Law School and local judges with participation in mock trials.",
EDT 514,"Curriculum and Instruction for Infants and Toddlers with Special Needs","This course focuses on the planning and instructional methods, materials and evaluation techniques for working with young children who are at risk for or who have been identified with developmental delays, ages birth to three, and their families. Field experience required.",EDT 510
EDT 511,"Integrated Curriculum for Young Children","This course introduces and develops the theoretical and practical bases for the creation of integrated curriculum for infants, toddlers and preschoolers using a play-based approach. The content areas of mathematics and science provide opportunities for Reggio style documentation, and the Ohio Early Learning Academic Content Standards are emphasized.",
EDT 512,"Summer Play Institute","The Summer Play Institute is a field-based forum in which candidates implement the integrated curriculum activities developed in EDT 511. Candidates will engage in child-initiated play sessions that will be videotaped and reviewed by members of the cohort and the instructor. Supported play which facilitates development will be emphasized.",EDT 511,EDT 510,EDT 511
EDT 510,"Introduction to Transdisciplinary Early Childhood Education","This course is an introduction to the ECE cohort group and to transdisciplinary methods of teaming and collaboration. Candidates will work in teams to explore educational models and current issues associated with the field of ECE. This course is technology enhanced. ECE cohort application must have been submitted and approved before registering for this course.",EDT 508,EDT 570,EDT 570L
EDT 519,"Social Studies for Fourth and Fifth Grades","A course designed to address social studies content including social aspects of learning, and pedagogy specific to fourth and fifth grades.",
EDT 517,"Early Childhood Seminar on Medical and Health Issues","This course is the study of the health care and medical needs associated with young children with disabilities. Students engage in the study of how medical/physical conditions affect the cognitive, social/emotional, language, motor and adaptive development of a child and family. Collaboration between educational and medical professionals is stressed, in an effort to integrate services for young children.",
EDT 518,"Integrated Curriculum and Instruction for Kindergarten-Primary Grades","This course will focus on integrating curriculum and instruction for kindergarten and the primary grades. Special attention will be paid to the Ohio academic content standards with emphases on science, social studies and mathematics instruction. Planning, instructional methods, materials and evaluation techniques for teaching children on the kindergarten to primary levels will be covered.",
RCL 583,"Advanced Photovoltaics","This theoretical course will cover science and applications of photovoltaics, with special emphasis on inorganic and organic semiconductors, ferroelectrics, chalcopyrites, metamaterials, and quantum structures.",ECE 506
LNG 530,"Teaching Foreign Languages at Elementary School","An introduction to the pedagogical, philosophical, and psychological aspects of teaching foreign languages at the elementary school. Topics: national and state standards, learners with special needs, reading in the foreign language, and professional associations.",
SPN 141,"Basic Proficiency in Spanish II","Further development of fundamental communication and intercultural skills in reading, listening, writing, and speaking through extensive practice in language use.",SPN 101,SPN 131
ECT 306,"Electronic Devices II","Fundamentals of integrated circuits, operational amplifiers, transistors, photoelectric devices, silicon-controlled rectifiers, and their associated circuits.",ECT 206,MTH 138,MTH 168,ECT 306L
MRI 946,"Guided Study","The Marian Research Institute (IMRI) offers remedial courses in the form of guided studies for those who need to satisfy a minor requirement in the area of general theology or to take regular courses outside of their normal place in the three-year academic cycle when appropriate. Professors scheduling guided study courses are required to notify the academic manager and the academic secretary of IMRI in order to process administrative details.",
EGM 511,"Experimental Stress Analysis","Study of the experimental analysis of stress as an aid to design for strength and economy with emphasis on electrical strain gages. Also, photoelasticity, brittle coatings, analogies, structural similitude. Two hours lecture and one three-hour laboratory period per week.",EGM 303
RCL 599,"Renewable & Clean Energy Thesis","Original research in energy systems which makes a definite contribution to technical knowledge. Results must be of sufficient importance to merit publication.",
FIN 603,"Advanced Financial Accounting","Satisfies the accounting capstone requirement for accounting majors and serves as evidence of the culmination of the Common Academic Program. Study of advanced financial accounting topics including consolidated financial statements and accounting for business combinations, multinational subsidiaries, and foreign currency transactions. A case based practical role play experience as an accountant and a case based analysis addressing fraud and the consequences of unethical behavior and the important role accountants play in protecting the public interest and serving society in general are integrated into the course.",ACC 306
ENM 503,"Engineering Analysis - Methods & Models","Mathematical methods and models used in the study and solution of decision problems found in engineering and operations research/management science. The methods and models presented build on the student's mathematical foundation and are motivated by their use in solving real-world problems. This is not a concept-theory course but rather a course designed to enhance the modeling and analysis skills of the student.",
EDT 526,"Student Teaching- K-3","Full-time supervised and evaluated teaching in a K-3 setting. The candidate will demonstrate the knowledge, skills, attitudes and dispositions required of a beginning K-3 teacher.",
EDT 527,"Student Teaching- K-3","Full-time supervised and evaluated teaching in a K-3 setting. The candidate will demonstrate the knowledge, skills, attitudes and dispositions required of a beginning K-3 teacher.",
ENM 505,"Management of Engineering Systems","This course addresses systems engineering concepts and processes, explaining activities and tools for developing system solutions to meet customer needs. Using the Systems Engineering Body of Knowledge as a foundation, topics such as systems thinking, requirements analysis, testing, and life-cycle sustainment are discussed along with technical management topics such as configuration and interface management, risk management and decision analysis, and systems engineering. The interdisciplinary and cross-functional nature of systems engineering is also emphasized.",
EGM 519,"Analytic Dynamics","Dynamical analysis of a system of particles and rigid bodies; Lagrangian and Hamiltonian formulation of equations of motion; classical integrals of motion. Stability analysis of linear and nonlinear systems.",EGM 202,MTH 219
EDT 524,"Early Childhood Science Grades Four and Five Methods","Planning, diagnosis, instructional methods, materials, assessment and evaluation techniques for teaching science to students in grades four and five with varied needs and abilities using a tier method. Topics include: Ohio Academic Content Standards, applications and instructional techniques that address proficiency testing, resources, technologies, manipulatives, interdisciplinary connections, grouping techniques, current research and 21st century skills.",
EDT 522,"Developing Behavioral, Social, and Communication Skills for Autism and Related Disorders","This course is a study of the role and function of the Intervention Specialist and general education teacher in providing services to students with autism and related disorders. This course presents issues of behavior management, behavioral functions in relation to communication, and communication foundations in assisting students with autism and related disorders. The candidate will also acquire knowledge of major behavioral interventions, use of behavioral techniques and interventions across a wide spectrum of abilities and needs, communication for varied functioning students, and current practices in the field. This course also explores social skills deficits and interventions to address the social world, in school and beyond, for students with autism and related disorders.",
ENM 500,"Probability & Statistics for Engineers","This is an introductory course in the concepts and applications of probability and statistics. Emphasis is on applications and examples that an engineer or analyst would encounter in practice. Probability is presented as the fundamental tool for modeling uncertainty as well as the logical connection between a population of data and its samples. Descriptive statistics are introduced to describe and characterize data. Inferential statistics provide the means of generalizing to a population from a sample, thus enabling solutions and conclusions that otherwise would not be obtained. Modern software provides the leverage to tackle problems of realistic size and complexity. The concepts and methods covered have direct application to forecasting, queuing, inventory, production, scheduling, equipment replacement, reliability, availability, quality control, experimental design, robust engineering, six sigma, and more. Prerequisitie(s): An undergraduate course sequence in calculus.",
EDT 523,"Early Childhood Mathematics Grades Four and Five Methods","Planning, diagnosis, instructional methods, materials, assessment and evaluation techniques for teaching mathematics to students in grades four and five with varied needs and abilities using a tier method. Topics include: Ohio Academic Content Standards, applications and instructional techniques that address proficiency testing, resources, technologies, manipulatives, interdisciplinary connections, grouping techniques, current research, and 21st century skills.",
ENM 501,"Applied Engineering Statistics","Concepts and applications of advanced probability modeling and statistical techniques used in the study and solution of operations research/management science problems. The focus of this course is on the application of probability and statistics in the formulation and solution of models found in OR studies and in engineering design studies. This course builds upon the foundation established in the ENM 500 course.",ENM 500,ENM 500
EDT 520,"Introduction to Education of Learners with Autism and Related Disorders","This course is a study of the role and function of the Intervention Specialist and general education teacher in providing services to students with autism and related disorders. This course presents issues of definition, identification and placement procedures, ethical standards, and assessment techniques. The candidate will also acquire knowledge of major researchers and history, variations in belief, traditions and values across cultures, and current practices in the field.",
EDT 530L,"Middle School Principles and Practices Laboratory","This course consists of planned field experiences providing candidates the opportunity for field reflections in regards to the study of organization (school structure), philosophy and curriculum of middle level education (ages nine to 14), grades four to nine. It is designed to support the course study of the theoretical knowledge base about middle level (school) education. Issues and concerns, current trends and the essential elements relating to middle level education will be observed and studied throughout the semester.",
MTH 310,"Linear Algebra & Matrices","Fundamental concepts of vector spaces, determinants, linear transformations, matrices, inner product spaces, and eigen-vectors. Offered each term. Students cannot receive credit for both MTH 301 and MTH 310.",MTH 301,MTH 310,MTH 218,MTH 308
EDT 521,"Interventions and Functional Curriculum for Learners with Autism and Related Disorders","This course is a study of the role and function of the Intervention Specialist and general education teacher in providing services in the general education classroom setting to students with autism and related disorders. This course assists educators in developing strategies and techniques to make inclusion successful for students with higher function autism spectrum disorders. This course also examines the use of functional curriculum in relation to individuals with autism and life beyond the classroom and school setting.",
LNG 520,"Instructed Second Language Acquisition","Study of cognitive, linguistic, sociolinguistic, and constructivist approaches to instructed second language acquisition, including the relationship between classroom interaction and language acquisition.",
RCL 590,"Special Problems in Renewable & Clean Energy","Special problems in a designated area of energy systems arranged and approved by the student's faculty advisor and the departmental chair.",
EDT 528,"Internship in Transdisciplinary Early Childhood Education (Ages 3-5)","Supervised and evaluated teaching in a preschool special needs setting. The candidate will demonstrate the knowledge, skills, attitudes and dispositions needed to comply with the National Association for the Education of Young Children (NAEYC) and the Division for Early Childhood of the Council of Exceptional Children (DEC) guidelines for appropriate practice. Field experience required.",
PLW 495,"Legal Internship","Supervised legal work experience with an approved law or law-related office, organization or program.",
EDT 529,"Internship in Early Intervention","Supervised and evaluated teaching in an infant/toddler educational setting. Candidates are to demonstrate the knowledge, skills, attitudes and dispositions needed to comply with the National Association for the Education of Young Children (NAEYC) and the Division for Early Childhood and the Council of Exceptional Children (DEC) guidelines for appropriate practice. Field experience required.",
RCL 595,"Renewable & Clean Energy Project","Student participation in an energy related design or development project under the direction of a project advisor. The student must show satisfactory progress as determined by the project advisor and must present a written report at the conclusion of the project.",
ECE 304,"Electronic Systems","ELECTRONIC SYSTEMS Study of cascaded amplifiers, feedback amplifiers, linear integrated circuits, and oscillators including steady state analysis and analysis of frequency response.",ECE 303,ECE 304L
HSS 428,"Research in Sport and Health Sciences","Application and practice of research in student’s chosen profession and vocation. Emphasis will be on designing and evaluating experimental studies, collection, analysis, interpretation, and communication of data, and role of research in professional practice. Senior standing or with instructor permission.",
GER 478,"Honors Thesis Project","Second of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons.",
ECE 303,"Signals & Systems","Mathematical framework associated with the analysis of linear systems including signal representation by orthogonal functions, convolution, Fourier and Laplace analysis, and frequency response of circuits and systems.",ECE 204,MTH 219,ECE 303L
GER 477,"Honors Thesis Project","First of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons.",
ECE 300,"Professional Development Seminar II","Junior level professional development seminar. Presentations on contemporary and professional engineering subjects by students, faculty, and engineers in active practice. The seminar addresses topics in key areas that complement traditional courses and prepare distinctive graduates, ready for life and work. Registration required for all junior ECE students.",ECE 200
CPS 595,"Software Engineering Project I","First of a two-course project sequence. Students, either individually or in teams, must propose a project, conduct background research, justify the adequacy of the work for a graduate project, complete analysis and design using appropriate methodologies and CASE tools, and write preliminary coding. Students are expected to write code and minimize the usage of visual or other development environments. A minimum of three class presentations is expected for project proposal, progress, and final analysis/design.",CPS 510,CPS 530
CPS 592,"Special Topics","Lectures and/or laboratory experience in some areas determined by the department.",
CPS 591,"Special Research Problems","Individual readings and research in a specialized area. May be taken for at most six semester hours.",
MUS 581,"Improvisation in the School Music Curriculum","Emphasis on vocal and instrumental skill development and facilitation of improvisatory experiences suitable for individual students and groups.",
HSS 431,"Nutrition for Exercise & Sport Science","Investigation of current research in the nutritional assessment of the athlete. Topics include dietary needs, fluid replenishment, pre-game meals, and "fad" diets for the athlete. Pre-requisite(s): HSS 295.",HSS 295
CPS 599,"Thesis","Thesis.",
CPS 596,"Software Project II","Continuation of CPS 595. Students are required to implement the analysis and design of their projects and make periodic presentations. Special attention needs to be given to the overall architecture of the system, usability, testing, and documentation. A minimum of two class presentations is expected for design and implementation.",CPS 595,CPS 595
GER 469,"German Linguistics","Synchronic analysis of modern German language, including a contrast of the German sound system, morphology, and syntax with English structures; the historical derivation of German, the modern German dialects, and approaches to teaching German to English-speakers. Conducted in German.",GER 311,LNG 468
